id,name,generic_term,generic_category,concise_code,lat,lon,location,decision_date
FEVAA,Croton Conservation Area,Conservation Area,Administrative Area,PARK,42.8166670,-80.5000000,Norfolk,
FAUQD,Crow Lake,Compact Rural Community,Populated Place,UNP,44.7319700,-76.6065200,Frontenac,1939-12-12
FAUQQ,Crow Lake,Dispersed Rural Community,Populated Place,UNP,49.1731800,-93.9290300,Kenora,1972-04-07
FAUPK,Crowe Bridge,Dispersed Rural Community,Populated Place,UNP,44.3833334,-77.7550000,Northumberland,1971-12-15
FIERQ,Crowe Bridge Conservation Area,Conservation Area,Administrative Area,PARK,44.3833000,-77.7500000,Northumberland,
FEVQT,Crowe River Swamp Conservation Reserve,Conservation Reserve,Administrative Area,PARK,44.7775590,-77.9057510,Peterborough,2000-06-23
FAUPS,Crowes Landing,Dispersed Rural Community,Populated Place,UNP,44.5628000,-78.0648300,Peterborough,1953-11-05
FDGTW,Crowland,Geographic Township,Administrative Area,GEOG,43.0041600,-79.1848300,Niagara,1962-12-31
FAUQS,Crowland,Urban Community,Populated Place,UNP,42.9832400,-79.2526700,Niagara,1937-12-07
FAUQZ,Crown Hill,Dispersed Rural Community,Populated Place,UNP,44.4338889,-79.6419444,Simcoe,1950-09-07
FAURY,Croydon,Dispersed Rural Community,Populated Place,UNP,44.4209100,-76.9778900,Lennox and Addington,1950-09-07
FDGTZ,Crozier,Geographic Township,Administrative Area,GEOG,48.6038889,-93.5144445,Rainy River,1962-12-31
FAUSA,Crozier,Dispersed Rural Community,Populated Place,UNP,48.6145400,-93.5373700,Rainy River,1930-12-29
FAUSL,Cruickshank,Dispersed Rural Community,Populated Place,UNP,44.5961111,-81.0427778,Grey,1946-02-02
FAUST,Crumlin,Dispersed Rural Community,Populated Place,UNP,43.0127300,-81.1443300,Middlesex,1950-07-06
FDGUC,Cryderman Subdivision,Dispersed Rural Community,Populated Place,UNP,46.6752778,-80.7477778,Sudbury,1980-09-26
FAUTJ,Crysler,Compact Rural Community,Populated Place,UNP,45.2166667,-75.1522222,Stormont,1978-03-13
FAUTM,Crystal,Dispersed Rural Community,Populated Place,UNP,44.7922222,-75.9044444,Leeds,1968-03-21
FAUTO,Crystal Bay,Dispersed Rural Community,Populated Place,UNP,45.3550000,-75.8400000,Carleton,1962-11-26
FAYVE,Crystal Beach,Community,Populated Place,UNP,45.3483333,-75.8330556,Carleton,2003-09-19
FAUTT,Crystal Beach,Dispersed Rural Community,Populated Place,UNP,42.8675000,-79.0591667,Niagara,1951-01-17
FAUTZ,Crystal Falls,Dispersed Rural Community,Populated Place,UNP,46.4542700,-79.8849200,Nipissing,1948-11-04
FAUVA,Crystal Rock,Compact Rural Community,Populated Place,UNP,44.7964700,-75.4939900,Grenville,1959-08-06
FAUVC,Crystal Springs,Dispersed Rural Community,Populated Place,UNP,44.2256800,-78.3172100,Peterborough,1979-07-18
FDUGH,Crépieul,Geographic Township,Administrative Area,GEOG,47.7018200,-83.7801200,Sudbury,1975-07-03
FAUVY,Cudney,Geographic Township,Administrative Area,GEOG,48.5977300,-84.4976600,Algoma,1962-12-31
FDUGL,Cull,Geographic Township,Administrative Area,GEOG,47.6288889,-83.5391666,Sudbury,1975-07-03
FAUWS,Culloden,Compact Rural Community,Populated Place,UNP,42.8894445,-80.8472222,Oxford,1950-06-02
FAUWX,Culross,Geographic Township,Administrative Area,GEOG,44.0093000,-81.2935100,Bruce,1962-12-31
FAUWY,Cultus,Dispersed Rural Community,Populated Place,UNP,42.6347222,-80.6141667,Norfolk,1950-07-06
FDGUF,Cumberland,Geographic Township,Administrative Area,GEOG,45.4330556,-75.4338889,Russell,1962-12-31
FDNNF,Cumberland,Community,Populated Place,UNP,45.4333330,-75.4333330,Russell,2001-01-01
FDNRV,Cumberland,Compact Rural Community,Populated Place,UNP,45.5181900,-75.4076400,Russell,1931-08-04
FAUXF,Cumberland Beach,Suburban Community,Populated Place,UNP,44.7029400,-79.3855600,Simcoe,1947-07-03
FAUXH,Cumming,Geographic Township,Administrative Area,GEOG,49.3842700,-82.7746500,Cochrane,1962-12-31
FAUXS,Cumnock,Dispersed Rural Community,Populated Place,UNP,43.7597222,-80.4569444,Wellington,1977-06-14
FAUXU,Cundles,Compact Rural Community,Populated Place,UNP,44.4052778,-79.7036111,Simcoe,1950-09-07
FAUYA,Cunningham,Geographic Township,Administrative Area,GEOG,47.7155555,-82.6633334,Sudbury,1962-12-31
FAUYL,Cunningham's Corners,Dispersed Rural Community,Populated Place,UNP,44.3371100,-78.6904300,Victoria,1977-09-07
FAUZB,Curran,Geographic Township,Administrative Area,GEOG,48.7515700,-94.5623400,Rainy River,1962-12-31
FAUZC,Curran,Police Village,Populated Place,UNP,45.4952778,-74.9947222,Prescott,1951-01-17
FAUZK,Currie,Geographic Township,Administrative Area,GEOG,48.4943400,-80.6161400,Cochrane,1962-12-31
FAUZT,Curries,Dispersed Rural Community,Populated Place,UNP,43.0616667,-80.7169445,Oxford,1974-12-31
FAUZW,Curry Hill,Dispersed Rural Community,Populated Place,UNP,45.2072100,-74.3923900,Glengarry,1974-12-31
FAVAB,Curtin,Geographic Township,Administrative Area,GEOG,46.1540600,-81.6211700,Sudbury,1962-12-31
FAVAD,Curtis,Geographic Township,Administrative Area,GEOG,46.7440400,-83.7837900,Algoma,1962-12-31
FOBQQ,Curve Lake,First Nation Administrative Location,Administrative Area,MUN2,44.4625316,-78.3753069,,2023-09-14
FAVAO,Curve Lake,Dispersed Rural Community,Populated Place,UNP,44.4606800,-78.3710700,Peterborough,1952-01-17
FESYG,Curve Lake 35A,Indian Reserve,Administrative Area,IR,44.4705560,-78.4025000,Peterborough,
FESVQ,Curve Lake First Nation 35,Indian Reserve,Administrative Area,IR,44.4818410,-78.3607390,Peterborough,2011-10-21
FAVAS,Cushendall,Dispersed Rural Community,Populated Place,UNP,44.3272222,-76.3852777,Frontenac,1950-04-06
FDUET,Cuthbertson,Geographic Township,Administrative Area,GEOG,46.7523900,-83.5289400,Algoma,1975-07-03
FAVBI,Cutler,Locality,Populated Place,UNP,46.2017000,-82.4614900,Algoma,1956-07-05
FAVBZ,Cynthia,Geographic Township,Administrative Area,GEOG,47.1045600,-80.0731400,Nipissing,1962-12-31
FAVCU,Cyrville,Urban Community,Populated Place,UNP,45.4247222,-75.6341667,Carleton,1939-12-12
FETGL,Côte-de-Sable,Community,Populated Place,UNP,45.4251910,-75.6786300,Carleton,2004-03-05
FATJK,Côté,Geographic Township,Administrative Area,GEOG,48.5808333,-81.7891667,Cochrane,1962-12-31
FAVIP,D'Arcy,Geographic Township,Administrative Area,GEOG,47.9744444,-83.3025000,Sudbury,1962-12-31
FDUGF,D'Avaugour,Geographic Township,Administrative Area,GEOG,47.9775000,-83.9508333,Sudbury,1975-07-03
FEPOZ,D.A. Tiffin Conservation Area,Conservation Area,Administrative Area,PARK,44.3166670,-79.8000000,,
FDUGB,Dablon,Geographic Township,Administrative Area,GEOG,47.0079200,-84.0352300,Algoma,1975-07-03
FAVCY,Dack,Geographic Township,Administrative Area,GEOG,47.8019445,-79.9502778,Timiskaming,1962-12-31
FAVDC,Dacre,Dispersed Rural Community,Populated Place,UNP,45.3706600,-76.9660400,Renfrew,1937-12-07
FEANK,Dagle,Geographic Township,Administrative Area,GEOG,46.6668100,-83.3985400,Algoma,1975-07-03
FAVDV,Dagmar,Railway Point,Populated Place,UNP,44.0022222,-79.0375000,Durham,1950-05-04
FDUFN,Dahl,Geographic Township,Administrative Area,GEOG,48.3262600,-84.9947600,Algoma,1975-07-03
FAVDZ,Dahlia,Railway Point,Populated Place,UNP,45.7833800,-77.5518100,Nipissing,1957-01-17
FAVEG,Dain City,Urban Community,Populated Place,UNP,42.9458334,-79.2433333,Niagara,1980-03-18
FIDQW,Daisy Lake Uplands Provincial Park,Provincial Nature Reserve,Administrative Area,PARK,46.4600770,-80.8803990,Neelon,2006-12-31
FAVEV,Dale,Geographic Township,Administrative Area,GEOG,47.8872222,-82.2766667,Sudbury,1962-12-31
FAVEW,Dale,Dispersed Rural Community,Populated Place,UNP,43.9869444,-78.2911111,Northumberland,1930-03-05
FIETI,Dalewood Conservation Area,Conservation Area,Administrative Area,PARK,42.8032570,-81.1768630,Elgin,
FAVEZ,Daley,Geographic Township,Administrative Area,GEOG,49.7927400,-86.4815500,Thunder Bay,1962-12-31
FAVFE,Dalhousie,Geographic Township,Administrative Area,GEOG,45.0056900,-76.5174800,Lanark,1962-12-31
FAVFF,Dalhousie Lake,Dispersed Rural Community,Populated Place,UNP,44.9586111,-76.6002777,Lanark,1941-04-29
FAVFH,Dalhousie Mills,Dispersed Rural Community,Populated Place,UNP,45.3173300,-74.4711300,Glengarry,1941-04-29
FAVFI,Dalkeith,Compact Rural Community,Populated Place,UNP,45.4455555,-74.5730555,Glengarry,1951-01-17
FDUGJ,Dalmas,Geographic Township,Administrative Area,GEOG,47.7011100,-83.6518200,Sudbury,1975-07-03
FDUIN,Dalmeny,Dispersed Rural Community,Populated Place,UNP,45.1461111,-75.5308333,Carleton,1936-10-06
FDUIO,Dalrymple,Dispersed Rural Community,Populated Place,UNP,44.6408333,-79.1038889,Victoria,1965-05-05
FDUIR,Dalston,Dispersed Rural Community,Populated Place,UNP,44.4817900,-79.6832400,Simcoe,1950-09-07
FAVFL,Dalton,Geographic Township,Administrative Area,GEOG,44.7658333,-79.1094445,Victoria,1962-12-31
FDUIS,Dalton,Dispersed Rural Community,Populated Place,UNP,48.1544445,-84.0336111,Algoma,1954-08-05
FAXRX,Dalton Mills,Dispersed Rural Community,Populated Place,UNP,48.1216667,-84.0711111,Algoma,1978-09-14
FDUJK,Damascus,Dispersed Rural Community,Populated Place,UNP,43.9164000,-80.4820900,Wellington,1974-12-31
FDUFQ,Dambrossio,Geographic Township,Administrative Area,GEOG,48.3274600,-84.8581900,Algoma,1975-07-03
FAVFZ,Dana,Geographic Township,Administrative Area,GEOG,46.6729100,-80.2288100,Nipissing,1962-12-31
FAVGA,Dana,Railway Point,Populated Place,UNP,48.8391667,-84.1441667,Algoma,1954-08-05
FIDWB,Dana Township Jack Pine Forest Conservation Reserve,Conservation Reserve,Administrative Area,PARK,46.7078020,-80.1819740,Dana,2002-12-31
FEUUS,Dana-Jowsey Lakes Provincial Park,Provincial Park,Administrative Area,PARK,48.3451871,-81.8024913,Cochrane,1990-12-31
FAVGJ,Dancaster Courts,Urban Community,Populated Place,UNP,43.2125000,-79.9886111,Wentworth,1974-08-01
FAVGK,Dance,Geographic Township,Administrative Area,GEOG,48.7839500,-93.6514900,Rainy River,1962-12-31
FAVGL,Dance,Dispersed Rural Community,Populated Place,UNP,48.7677778,-93.6702778,Rainy River,1947-12-02
FAVGO,Dane,Geographic Township,Administrative Area,GEOG,47.3632000,-80.0985800,Timiskaming,1962-12-31
FAVGP,Dane,Dispersed Rural Community,Populated Place,UNP,48.0722222,-80.0313889,Timiskaming,1949-03-03
FAVGR,Danford,Geographic Township,Administrative Area,GEOG,50.1658334,-87.0594444,Thunder Bay,1962-12-31
FAVGW,Danforth Station,Railway Point,Populated Place,UNP,43.6861111,-79.2997222,York,1976-01-07
FAVGY,Daniel,Geographic Township,Administrative Area,GEOG,50.0200000,-92.7419444,Kenora,1962-12-31
FDUFW,Daoust,Geographic Township,Administrative Area,GEOG,47.7147222,-83.3066666,Sudbury,1975-07-03
FAVIM,Darbyville,Locality,Populated Place,UNP,43.5450000,-80.0644445,Halton,1980-07-16
FAVIW,Dargavel,Geographic Township,Administrative Area,GEOG,49.0150000,-81.5363889,Cochrane,1962-12-31
FAVJT,Darling,Geographic Township,Administrative Area,GEOG,45.2050000,-76.5011111,Lanark,1962-12-31
FAVJU,Darling,Railway Point,Populated Place,UNP,44.9577778,-79.6319445,Muskoka,1932-07-06
FAVKB,Darling Road,Dispersed Rural Community,Populated Place,UNP,42.9669100,-79.6995700,Haldimand,1950-05-04
FAVKD,Darlingside,Dispersed Rural Community,Populated Place,UNP,44.3675000,-75.9708334,Leeds,1968-01-22
FAVKE,Darlington,Geographic Township,Administrative Area,GEOG,43.9896200,-78.7555400,Durham,1962-12-31
FAAUV,Darlington,Railway Point,Populated Place,UNP,43.8782800,-78.7853900,Regional Municipality of Durham,1952-01-17
FDTPE,Darlington Provincial Park,Provincial Park,Administrative Area,PARK,43.8725000,-78.7838889,Durham,1990-12-31
FAVKS,Darrell,Dispersed Rural Community,Populated Place,UNP,42.4780555,-82.1827778,Kent,1962-12-31
FAVKX,Dartford,Dispersed Rural Community,Populated Place,UNP,44.2222222,-77.9388889,Northumberland,1932-03-01
FAVLM,Dashwood,Locality,Populated Place,UNP,43.3460300,-81.6354100,Huron,2001-01-01
FDUGG,Daumont,Geographic Township,Administrative Area,GEOG,46.8300000,-83.9116667,Algoma,1975-07-03
FAVMF,Daventry,Railway Point,Populated Place,UNP,46.0609600,-78.6685000,Nipissing,1948-11-08
FAVNE,Davidson,Geographic Township,Administrative Area,GEOG,47.8889100,-80.3359900,Timiskaming,1962-12-31
FAVNT,Davidson's Corners,Locality,Populated Place,UNP,44.0243100,-78.3015900,Northumberland,1973-10-12
FAVNS,Davidsons Beach,Dispersed Rural Community,Populated Place,UNP,44.3647222,-76.5491667,Frontenac,1967-11-30
FDUGE,Davieaux,Geographic Township,Administrative Area,GEOG,47.0951900,-84.1659800,Algoma,1975-07-03
FAVOC,Davies,Geographic Township,Administrative Area,GEOG,49.1832000,-86.0479400,Thunder Bay,1962-12-31
FAVOL,Davin,Geographic Township,Administrative Area,GEOG,48.6459400,-82.7357800,Algoma,1962-12-31
FAVON,Davis,Geographic Township,Administrative Area,GEOG,46.6719445,-80.4919444,Sudbury,1962-12-31
FAVPH,Davis Lock,Dispersed Rural Community,Populated Place,UNP,44.5647222,-76.2888889,Leeds,1952-06-06
FAVPI,Davis Mills,Dispersed Rural Community,Populated Place,UNP,45.7563889,-77.2038889,Renfrew,1952-02-06
FAYKP,Davisville,Urban Community,Populated Place,UNP,43.7019445,-79.3888889,York,1979-10-02
FAVPW,Dawn,Geographic Township,Administrative Area,GEOG,42.6991667,-82.1341666,Lambton,1962-12-31
FAVQC,Dawn Mills,Dispersed Rural Community,Populated Place,UNP,42.5847222,-82.1294444,Kent,1950-05-04
FAVQD,Dawn Valley,Dispersed Rural Community,Populated Place,UNP,42.6577778,-82.2275000,Lambton,1950-05-04
FEUVJ,Dawn-Euphemia,Township Municipality,Administrative Area,MUN2,42.7078500,-82.0626400,Lambton,1998-01-01
FAVQE,Dawson,Geographic Township,Administrative Area,GEOG,45.8929100,-83.1049200,Manitoulin,1962-12-31
FEUSF,Dawson,Township Municipality,Administrative Area,MUN2,48.7669444,-94.5172222,Rainy River,1997-01-01
FAVRC,Day,Geographic Township,Administrative Area,GEOG,46.3194300,-83.3918400,Algoma,1962-12-31
FAXUO,Day Mills,Dispersed Rural Community,Populated Place,UNP,46.2950000,-83.3527777,Algoma,1979-03-09
FEUBU,Dayton,Community,Populated Place,UNP,46.2519445,-83.3533333,Algoma,1995-09-11
FDNSU,Daytonia Beach,Dispersed Rural Community,Populated Place,UNP,44.4802778,-78.7313889,Victoria,1968-03-07
FAVRY,Daytown,Dispersed Rural Community,Populated Place,UNP,44.6311111,-76.1086111,Leeds,1968-03-01
FEIVQ,de Gaulle,Geographic Township,Administrative Area,GEOG,47.6277778,-83.0505556,Sudbury,1962-12-31
FAWFF,De Grassi Point,Compact Rural Community,Populated Place,UNP,44.2551500,-79.5295400,Simcoe,1950-09-07
FAVSE,Deacon,Geographic Township,Administrative Area,GEOG,46.0328800,-78.3847300,Nipissing,1962-12-31
FAVSF,Deacon,Dispersed Rural Community,Populated Place,UNP,45.6021370,-77.3798986,Renfrew,1962-12-31
FECSF,Deagle,Geographic Township,Administrative Area,GEOG,46.3208333,-82.3766667,Algoma,1962-12-31
FERXC,Dealtown,Community,Populated Place,UNP,42.2481300,-82.0982000,Kent,1992-02-28
FAVVZ,Dean Lake,Dispersed Rural Community,Populated Place,UNP,46.2150000,-83.1550000,Algoma,1939-12-12
FAVWG,Deanlea Beach,Dispersed Rural Community,Populated Place,UNP,44.6150000,-79.9969444,Simcoe,1949-03-03
FEANF,Deans,Geographic Township,Administrative Area,GEOG,47.2810400,-83.1476200,Sudbury,1975-07-03
FAVWI,Deans,Railway Point,Populated Place,UNP,45.9070900,-79.3546200,Parry Sound,1951-06-07
FAVWS,Dearlock,Dispersed Rural Community,Populated Place,UNP,48.8408333,-94.0955556,Rainy River,1951-11-01
FDUFY,Debassige,Geographic Township,Administrative Area,GEOG,48.1512400,-84.3347700,Algoma,1975-07-03
FAVYB,DeCew Falls,Dispersed Rural Community,Populated Place,UNP,43.1097222,-79.2652778,Niagara,1937-12-07
FAVYC,Decewsville,Dispersed Rural Community,Populated Place,UNP,42.9369444,-79.9113889,Haldimand,1950-05-04
FAVYG,Decker Hollow,Locality,Populated Place,UNP,44.0127100,-78.4693100,Northumberland,1973-10-12
FAVYI,Deckers Hill,Dispersed Rural Community,Populated Place,UNP,43.8645600,-79.0811300,Durham,1950-05-04
FAVYV,Dee Bank,Dispersed Rural Community,Populated Place,UNP,45.1797222,-79.5230556,Muskoka,1958-08-07
FAVZE,Deemerton,Compact Rural Community,Populated Place,UNP,44.0483333,-81.0777778,Bruce,1945-12-07
FAVZQ,Deep Bay,Dispersed Rural Community,Populated Place,UNP,44.8532100,-78.7993000,Haliburton,1953-11-05
FDOAY,Deep River,Town,Populated Place,TOWN,46.0502777,-77.4177778,Renfrew,1959-01-01
FAWBG,Deer Bay,Dispersed Rural Community,Populated Place,UNP,44.5431600,-78.2779800,Peterborough,1944-01-12
FIETR,Deer Creek Conservation Area,Conservation Area,Administrative Area,PARK,42.7047920,-80.5609800,Walsingham,
FOBQB,Deer Lake,First Nation Administrative Location,Administrative Area,MUN2,52.6326400,-94.0654300,,2023-09-14
FESVR,Deer Lake,Indian Reserve,Administrative Area,IR,52.6375000,-94.0752780,Kenora,1990-12-31
FAWEE,Deer Lake,Dispersed Rural Community,Populated Place,UNP,52.6475000,-94.1975000,Kenora,1937-02-11
FAWEI,Deer Lake,Dispersed Rural Community,Populated Place,UNP,45.0558333,-78.0805555,Haliburton,1952-01-17
FAWEP,Deer Park,Urban Community,Populated Place,UNP,43.6797222,-79.4111111,York,1974-08-26
FAWBK,Deerbrook,Dispersed Rural Community,Populated Place,UNP,42.2941666,-82.6230555,Essex,1950-09-07
FAWCC,Deerhurst,Dispersed Rural Community,Populated Place,UNP,44.1829200,-79.5812100,Simcoe,1927-12-07
FAWFO,Dejong,Dispersed Rural Community,Populated Place,UNP,43.0038200,-81.7668000,Middlesex,1960-09-01
FAWHX,Del Ray,Urban Community,Populated Place,UNP,43.7036200,-79.4831700,York,1953-12-03
FEANN,Del Villano,Geographic Township,Administrative Area,GEOG,46.9340500,-82.0004800,Algoma,1975-07-03
FEIVR,Delamere,Geographic Township,Administrative Area,GEOG,46.1480556,-80.6305555,Sudbury,1962-12-31
FAWFS,Delamere,Railway Point,Populated Place,UNP,46.1732300,-80.7114600,Sudbury,1949-11-03
FEAMW,Delaney,Geographic Township,Administrative Area,GEOG,47.6290100,-83.4342600,Sudbury,1975-07-03
FOBRM,Delaware,First Nation Administrative Location,Administrative Area,MUN2,43.0551822,-80.1356987,,2023-09-14
FEIVS,Delaware,Geographic Township,Administrative Area,GEOG,42.8992500,-81.3757000,Middlesex,1962-12-31
FAWGM,Delaware,Locality,Populated Place,UNP,42.9097222,-81.4211111,Middlesex,1998-01-01
FAWGN,Delaware West,Dispersed Rural Community,Populated Place,UNP,42.9033333,-81.4302778,Middlesex,1965-06-28
FEIVT,Delhi,Geographic Township,Administrative Area,GEOG,47.1061111,-80.3422223,Sudbury,1962-12-31
FECZC,Delhi,Compact Rural Community,Populated Place,UNP,42.8494444,-80.4916666,Norfolk,1974-04-01
FDGVJ,Delisle's Corners,Compact Rural Community,Populated Place,UNP,42.1850000,-83.0175000,Essex,1980-09-26
FEIVV,Delmage,Geographic Township,Administrative Area,GEOG,48.0608700,-83.8198400,Sudbury,1962-12-31
FAWHQ,Delmer,Dispersed Rural Community,Populated Place,UNP,42.8711111,-80.7958333,Oxford,1974-12-31
FDNLE,Delnite,Urban Community,Populated Place,UNP,48.4361111,-81.2997222,Cochrane,1978-11-22
FDOBC,Deloro,Geographic Township,Administrative Area,GEOG,48.4081800,-81.2700300,Cochrane,1962-12-31
FAWHS,Deloro,Community,Populated Place,UNP,44.5116000,-77.6234500,Hastings,1998-01-01
FDGVM,Delrex,Urban Community,Populated Place,UNP,43.6444445,-79.9152778,Halton,1980-09-26
FAWHZ,Delta,Police Village,Populated Place,UNP,44.6087700,-76.1230200,Leeds,1952-06-06
FEIVW,DeMorest,Geographic Township,Administrative Area,GEOG,47.0205555,-80.6261111,Sudbury,1962-12-31
FAWIT,Demorestville,Compact Rural Community,Populated Place,UNP,44.0921100,-77.2097900,Prince Edward,1951-12-06
FEPPA,Demorestville Conservation Area,Conservation Area,Administrative Area,PARK,44.0870000,-77.2070000,,
FAWOS,Dempsay,Geographic Township,Administrative Area,GEOG,49.1234500,-80.5775400,Cochrane,1962-12-31
FEIVX,Denbigh,Geographic Township,Administrative Area,GEOG,45.1364000,-77.2495500,Lennox and Addington,1962-12-31
FAWJD,Denbigh,Compact Rural Community,Populated Place,UNP,45.1390300,-77.2731300,Lennox and Addington,1948-03-02
FAWJK,Denfield,Dispersed Rural Community,Populated Place,UNP,43.1282100,-81.4323000,Middlesex,1950-07-06
